Region,Site,Neighborhood,Date,DateT2,DateT3,Species,ID,Focal,Status,Snag,StatusT2,SnagT2,StatusT3,DBH,DBH stem 2,DBH stem3,DBH stem 4,DBHT2,DBHT3,Notes,Data Collectors,Data Collectors Next,Old ID,
Mammoth,Inyo Craters,1,7/21/2016,,,PIJE,1362,P,1,,,,,22.9,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,1,7/21/2016,,,PIJE,1363,P,1,,,,,15.1,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,1,7/21/2016,,,PIJE,1364,P,1,,,,,42.9,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,1,7/21/2016,,,PIJE,1365,P,1,,,,,29.8,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,1,8/4/2016,,,PIJE,1841,P,1,,,,,25.5,,,,,,,"TB, RB, AK",,,
Mammoth,Inyo Craters,1,8/4/2016,,,PIJE,1842,P,1,,,,,39.3,,,,,,,"TB, RB, AK",,,
Mammoth,Inyo Craters,1,8/4/2016,,,PIJE,1843,P,1,,,,,16.8,,,,,,,"TB, RB, AK",,,
Mammoth,Inyo Craters,1,8/4/2016,,,PIJE,1844,P,1,,,,,13,,,,,,,"TB, RB, AK",,,
Mammoth,Inyo Craters,1,8/4/2016,,,PIJE,1845,P,1,,,,,15.6,,,,,,,"TB, RB, AK",,,
Mammoth,Inyo Craters,1,8/4/2016,,,PIJE,1846,P,1,,,,,66.9,,,,,,,"TB, RB, AK",,,
Mammoth,Inyo Craters,1,8/4/2016,,,PIJE,1847,P,1,,,,,45.6,,,,,,,"TB, RB, AK",,,
Mammoth,Inyo Craters,1,8/4/2016,,,PIJE,1849,P,1,,,,,88.7,,,,,,,"TB, RB, AK",,,
Mammoth,Inyo Craters,1,8/4/2016,,,PIJE,1850,P,1,,,,,71.6,,,,,,,"TB, RB, AK",,,
Mammoth,Inyo Craters,1,8/4/2016,,,PIJE,1851,P,1,,,,,9.9,,,,,,,"TB, RB, AK",,,
Mammoth,Inyo Craters,1,8/4/2016,,,PIJE,1852,P,1,,,,,34.9,,,,,,,"TB, RB, AK",,,
Mammoth,Inyo Craters,1,8/4/2016,,,PIJE,1853,P,1,,,,,18.6,,,,,,,"TB, RB, AK",,,
Mammoth,Inyo Craters,1,8/4/2016,,,PIJE,1854,P,1,,,,,20.5,,,,,,,"TB, RB, AK",,,
Mammoth,Inyo Craters,1,8/4/2016,,,PIJE,1855,P,1,,,,,5,,,,,,,"TB, RB, AK",,,
Mammoth,Inyo Craters,1,8/4/2016,,,PIJE,1856,P,1,,,,,18.5,,,,,,,"TB, RB, AK",,,
Mammoth,Inyo Craters,1,8/4/2016,,,PIJE,1857,P,1,,,,,2.8,,,,,,,"TB, RB, AK",,,
Mammoth,Inyo Craters,1,8/4/2016,,,PIJE,1858,P,1,,,,,35.8,,,,,,,"TB, RB, AK",,,
Mammoth,Inyo Craters,1,8/4/2016,,,PIJE,1859,P,1,,,,,16.8,,,,,,,"TB, RB, AK",,,
Mammoth,Inyo Craters,1,8/4/2016,,,PIJE,1860,P,1,,,,,2.7,,,,,,,"TB, RB, AK",,,
Mammoth,Inyo Craters,1,8/4/2016,,,PIJE,1861,P,1,,,,,15.5,,,,,,,"TB, RB, AK",,,
Mammoth,Inyo Craters,1,8/4/2016,,,PIJE,1862,P,1,,,,,2.5,,,,,,,"TB, RB, AK",,,
Mammoth,Inyo Craters,1,8/4/2016,,,PIJE,1863,P,1,,,,,13.5,,,,,,,"TB, RB, AK",,,
Mammoth,Inyo Craters,1,8/4/2016,,,PIJE,1864,P,1,,,,,6.5,,,,,,,"TB, RB, AK",,,
Mammoth,Inyo Craters,1,8/4/2016,,,PIJE,1865,P,1,,,,,2.3,,,,,,,"TB, RB, AK",,,
Mammoth,Inyo Craters,1,8/4/2016,,,PIJE,1866,P,1,,,,,2.2,,,,,,,"TB, RB, AK",,,
Mammoth,Inyo Craters,1,8/4/2016,,,PIJE,1867,P,1,,,,,2.1,,,,,,,"TB, RB, AK",,,
Mammoth,Inyo Craters,1,8/4/2016,,,PIJE,1868,P,1,,,,,1.3,2,,,,,,"TB, RB, AK",,,
Mammoth,Inyo Craters,1,8/4/2016,,,PIJE,1869,P,1,,,,,27.1,,,,,,,"TB, RB, AK",,,
Mammoth,Inyo Craters,1,8/4/2016,,,PIJE,1870,P,1,,,,,2.5,,,,,,,"TB, RB, AK",,,
Mammoth,Inyo Craters,1,8/4/2016,,,PIJE,1872,P,1,,,,,24.6,,,,,,,"TB, RB, AK",,,
Mammoth,Inyo Craters,1,8/4/2016,,,PIJE,1873,P,1,,,,,13.4,,,,,,,"TB, RB, AK",,,
Mammoth,Inyo Craters,1,8/4/2016,,,PIJE,1874,P,1,,,,,17.7,,,,,,,"TB, RB, AK",,,
Mammoth,Inyo Craters,1,8/4/2016,,,PIJE,1875,P,1,,,,,26.9,,,,,,,"TB, RB, AK",,,
Mammoth,Inyo Craters,1,8/4/2016,,,PIJE,1876,P,1,,,,,25.3,,,,,,,"TB, RB, AK",,,
Mammoth,Inyo Craters,1,8/4/2016,,,PIJE,1878,P,1,,,,,9.8,,,,,,,"TB, RB, AK",,,
Mammoth,Inyo Craters,1,8/4/2016,,,PIJE,1879,P,1,,,,,33.1,,,,,,,"TB, RB, AK",,,
Mammoth,Inyo Craters,1,8/4/2016,,,PIJE,1883,P,1,,,,,35.3,,,,,,,"TB, RB, AK",,,
Mammoth,Inyo Craters,1,8/4/2016,,,PIJE,1884,P,1,,,,,29.5,17,,,,,,"TB, RB, AK",,,
Mammoth,Inyo Craters,1,8/4/2016,,,PIJE,1885,P,1,,,,,4.2,,,,,,,"TB, RB, AK",,,
Mammoth,Inyo Craters,1,8/4/2016,,,PIJE,1886,P,1,,,,,10.4,,,,,,,"TB, RB, AK",,,
Mammoth,Inyo Craters,1,8/4/2016,,,PIJE,1887,P,1,,,,,13.8,,,,,,,"TB, RB, AK",,,
Mammoth,Inyo Craters,1,8/4/2016,,,PIJE,1888,P,1,,,,,12.8,,,,,,,"TB, RB, AK",,,
Mammoth,Inyo Craters,1,8/4/2016,,,PIJE,1889,P,1,,,,,6.3,,,,,,,"TB, RB, AK",,,
Mammoth,Inyo Craters,1,8/4/2016,,,PIJE,1890,P,1,,,,,3.9,,,,,,,"TB, RB, AK",,,
Mammoth,Inyo Craters,1,8/4/2016,,,PIJE,1891,P,1,,,,,2.5,,,,,,,"TB, RB, AK",,,
Mammoth,Inyo Craters,1,8/4/2016,,,PIJE,1892,P,1,,,,,46.5,,,,,,,"TB, RB, AK",,,
Mammoth,Inyo Craters,1,8/4/2016,,,PIJE,1893,P,1,,,,,33.8,,,,,,,"TB, RB, AK",,,
Mammoth,Inyo Craters,1,8/4/2016,,,PIJE,1894,P,1,,,,,3.8,,,,,,,"TB, RB, AK",,,
Mammoth,Inyo Craters,1,8/4/2016,,,PIJE,1903,P,1,,,,,2.8,,,,,,,"TB, RB, AK",,,
Mammoth,Inyo Craters,2,7/20/2016,,,ABCO,1,F,1,,,,,10.3,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,7/19/2016,,,ABCO,2,F,1,,,,,9.2,,,,,,,"CK, TB, EB",,354,
Mammoth,Inyo Craters,2,7/20/2016,,,ABCO,352,P,1,,,,,32.6,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,7/20/2016,,,ABCO,353,P,1,,,,,69,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,7/19/2016,,,PICO,351,P,1,,,,,32.6,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,7/20/2016,,,PICO,355,P,1,,,,,1.2,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,7/20/2016,,,PICO,356,P,1,,,,,2.5,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,7/20/2016,,,PICO,357,P,1,,,,,2.8,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,7/20/2016,,,PICO,358,P,1,,,,,3,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,7/20/2016,,,PICO,359,P,1,,,,,3.4,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,7/20/2016,,,PICO,360,P,1,,,,,3.6,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,7/20/2016,,,PICO,361,P,1,,,,,3.5,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,7/20/2016,,,PICO,362,P,1,,,,,4,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,10/9/2015,,,PICO,363,P,1,,,,,4,,,,,,,"CK, TB, EB",,,
Mammoth,Inyo Craters,2,7/20/2016,,,PICO,364,P,1,,,,,4.5,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,7/20/2016,,,PICO,365,P,1,,,,,4.9,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,7/20/2016,,,PICO,366,P,1,,,,,5.3,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,7/20/2016,,,PICO,367,P,1,,,,,5.9,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,7/20/2016,,,PICO,368,P,1,,,,,5.7,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,7/20/2016,,,PICO,369,P,1,,,,,6,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,7/20/2016,,,PICO,370,P,1,,,,,6.3,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,10/9/2015,,,PICO,371,P,1,,,,,7,,,,,,,"CK, TB, EB",,,
Mammoth,Inyo Craters,2,7/20/2016,,,PICO,372,P,1,,,,,7.9,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,7/20/2016,,,PICO,373,P,1,,,,,7.9,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,7/20/2016,,,PICO,374,P,1,,,,,8.8,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,7/20/2016,,,PICO,375,P,1,,,,,11.4,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,7/20/2016,,,PICO,376,P,1,,,,,10.8,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,7/20/2016,,,PICO,377,P,1,,,,,14,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,7/20/2016,,,PICO,378,P,1,,,,,15.4,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,7/20/2016,,,PICO,379,P,1,,,,,17.8,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,7/20/2016,,,PICO,380,P,1,,,,,23.1,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,7/20/2016,,,PICO,381,P,1,,,,,26.5,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,7/20/2016,,,PICO,382,P,1,,,,,29.4,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,7/20/2016,,,PICO,383,P,1,,,,,31.2,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,7/19/2016,,,PICO,1000,P,1,,,,,1.5,,,,,,,,,,
Mammoth,Inyo Craters,2,7/19/2016,,,PICO,1001,P,1,,,,,8.7,,,,,,,,,,
Mammoth,Inyo Craters,2,7/19/2016,,,PICO,1003,P,1,,,,,4.6,,,,,,,,,,
Mammoth,Inyo Craters,2,8/1/2016,,,PICO,1422,P,1,,,,,4.7,,,,,,,"TB, RB, AK",,,
Mammoth,Inyo Craters,2,8/1/2016,,,PICO,1423,P,1,,,,,0.9,,,,,,,"TB, RB, AK",,,
Mammoth,Inyo Craters,2,8/1/2016,,,PICO,1424,P,1,,,,,3.5,,,,,,,"TB, RB, AK",,,
Mammoth,Inyo Craters,2,8/1/2016,,,PICO,1434,P,1,,,,,73.9,,,,,,,"TB, RB, AK",,,
Mammoth,Inyo Craters,2,7/20/2016,,,PICO,,P,1,,,,,7,,,,,,MATCH GPS,"TB, RB",,,
Mammoth,Inyo Craters,2,7/20/2016,,,PIJE,1,F,1,,,,,112.8,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,7/20/2016,,,PIJE,2,F,1,,,,,16,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,7/20/2016,,,PIJE,3,F,1,,,,,20.1,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,7/20/2016,,,PIJE,4,F,1,,,,,64.4,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,7/19/2016,,,PIJE,5,F,1,,,,,18.9,,,,,,,"CK, TB, EB",,411,
Mammoth,Inyo Craters,2,7/19/2016,,,PIJE,6,F,1,,,,,14.7,,,,,,fused with entry below,"CK, TB, EB",,407,
Mammoth,Inyo Craters,2,7/19/2016,,,PIJE,7,F,1,,,,,42.9,,,,,,,"CK, TB, EB",,428,
Mammoth,Inyo Craters,2,7/19/2016,,,PIJE,8,F,1,,,,,59.4,,,,,,,"CK, TB, EB",,433,
Mammoth,Inyo Craters,2,7/20/2016,,,PIJE,384,P,1,,,,,2.6,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,7/20/2016,,,PIJE,385,P,1,,,,,9.8,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,7/20/2016,,,PIJE,386,P,1,,,,,10.4,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,7/20/2016,,,PIJE,387,P,1,,,,,11.3,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,7/20/2016,,,PIJE,388,P,1,,,,,21.6,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,7/20/2016,,,PIJE,389,P,1,,,,,28.5,,,,,,dbh at .94,"TB, RB",,,
Mammoth,Inyo Craters,2,7/20/2016,,,PIJE,390,P,1,,,,,47.2,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,7/20/2016,,,PIJE,391,P,1,,,,,51.8,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,7/20/2016,,,PIJE,392,P,1,,,,,57.5,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,7/20/2016,,,PIJE,393,P,1,,,,,57.2,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,7/20/2016,,,PIJE,394,P,1,,,,,61.4,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,7/20/2016,,,PIJE,395,P,1,,,,,64.9,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,7/20/2016,,,PIJE,396,P,1,,,,,71.8,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,7/20/2016,,,PIJE,397,P,1,,,,,1.7,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,7/20/2016,,,PIJE,398,P,1,,,,,2.2,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,7/20/2016,,,PIJE,399,P,1,,,,,,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,7/20/2016,,,PIJE,400,P,1,,,,,1.3,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,7/20/2016,,,PIJE,401,P,1,,,,,4.9,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,7/20/2016,,,PIJE,402,P,1,,,,,3.3,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,7/20/2016,,,PIJE,403,P,1,,,,,2.1,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,7/20/2016,,,PIJE,404,P,1,,,,,11.6,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,7/20/2016,,,PIJE,405,P,1,,,,,,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,7/20/2016,,,PIJE,406,P,1,,,,,13,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,7/20/2016,,,PIJE,408,P,1,,,,,16,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,7/20/2016,,,PIJE,409,P,1,,,,,17.4,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,7/20/2016,,,PIJE,410,P,1,,,,,19.6,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,7/20/2016,,,PIJE,412,P,1,,,,,20.5,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,7/20/2016,,,PIJE,413,P,1,,,,,18.1,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,7/20/2016,,,PIJE,414,P,1,,,,,23.3,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,7/20/2016,,,PIJE,415,P,1,,,,,21.6,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,7/20/2016,,,PIJE,416,P,1,,,,,23.5,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,7/20/2016,,,PIJE,417,P,1,,,,,24,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,7/20/2016,,,PIJE,418,P,1,,,,,22.5,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,7/20/2016,,,PIJE,419,P,1,,,,,27.2,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,7/20/2016,,,PIJE,420,P,1,,,,,33.9,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,7/20/2016,,,PIJE,421,P,1,,,,,34.8,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,7/20/2016,,,PIJE,422,P,1,,,,,35.9,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,7/20/2016,,,PIJE,423,P,1,,,,,36.7,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,7/20/2016,,,PIJE,424,P,1,,,,,38.6,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,7/20/2016,,,PIJE,425,P,1,,,,,40.5,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,7/20/2016,,,PIJE,426,P,1,,,,,42.5,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,7/20/2016,,,PIJE,427,P,1,,,,,31.4,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,7/20/2016,,,PIJE,429,P,1,,,,,42,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,7/20/2016,,,PIJE,430,P,1,,,,,26.3,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,7/20/2016,,,PIJE,431,P,1,,,,,58.7,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,7/20/2016,,,PIJE,432,P,1,,,,,59.6,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,7/20/2016,,,PIJE,434,P,1,,,,,53.5,,,,,,"DBH AT 2, 1.8m","TB, RB",,,
Mammoth,Inyo Craters,2,7/20/2016,,,PIJE,435,P,1,,,,,80.7,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,7/20/2016,,,PIJE,436,P,1,,,,,94.8,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,2,7/19/2016,,,PIJE,1002,P,1,,,,,4.9,,,,,,,,,,
Mammoth,Inyo Craters,2,8/1/2016,,,PIJE,1425,P,1,,,,,6.2,,,,,,,"TB, RB, AK",,,
Mammoth,Inyo Craters,2,8/1/2016,,,PIJE,1426,P,1,,,,,4.8,,,,,,,"TB, RB, AK",,,
Mammoth,Inyo Craters,2,8/1/2016,,,PIJE,1427,P,1,,,,,7,,,,,,,"TB, RB, AK",,,
Mammoth,Inyo Craters,2,8/1/2016,,,PIJE,1428,P,1,,,,,35.9,,,,,,,"TB, RB, AK",,,
Mammoth,Inyo Craters,2,8/1/2016,,,PIJE,1429,P,1,,,,,24.5,,,,,,,"TB, RB, AK",,,
Mammoth,Inyo Craters,2,8/1/2016,,,PIJE,1430,P,1,,,,,21.3,,,,,,,"TB, RB, AK",,,
Mammoth,Inyo Craters,2,8/1/2016,,,PIJE,1431,P,1,,,,,75,,,,,,,"TB, RB, AK",,,
Mammoth,Inyo Craters,2,8/1/2016,,,PIJE,1432,P,1,,,,,70,,,,,,,"TB, RB, AK",,,
Mammoth,Inyo Craters,2,8/1/2016,,,PIJE,1433,P,1,,,,,56.8,,,,,,,"TB, RB, AK",,,
Mammoth,Inyo Craters,2,8/1/2016,,,PIJE,1435,P,1,,,,,41.3,,,,,,,"TB, RB, AK",,,
Mammoth,Inyo Craters,2,8/1/2016,,,PIJE,1436,P,1,,,,,12.7,,,,,,,"TB, RB, AK",,,
Mammoth,Inyo Craters,2,8/1/2016,,,PIJE,1437,P,1,,,,,55.4,,,,,,,"TB, RB, AK",,,
Mammoth,Inyo Craters,2,8/1/2016,,,PIJE,1438,P,1,,,,,81,,,,,,,"TB, RB, AK",,,
Mammoth,Inyo Craters,3,7/19/2016,,,ABMA,1,F,1,,,,,43.1,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,3,7/19/2016,,,ABMA,2,F,1,,,,,19.2,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,3,7/19/2016,,,ABMA,3,F,1,,,,,52.8,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,3,7/19/2016,,,ABMA,4,F,1,,,,,38.1,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,3,7/19/2016,,,ABMA,5,F,1,,,,,55.8,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,3,7/19/2016,,,ABMA,1004,P,1,,,,,26.7,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,3,7/19/2016,,,ABMA,1008,P,1,,,,,30.2,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,3,7/19/2016,,,ABMA,1009,P,1,,,,,5.4,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,3,7/19/2016,,,ABMA,1013,P,1,,,,,30.9,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,3,7/19/2016,,,ABMA,1015,P,1,,,,,17.4,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,3,7/19/2016,,,ABMA,1016,P,1,,,,,24.7,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,3,7/19/2016,,,ABMA,1017,P,1,,,,,5.9,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,3,7/19/2016,,,ABMA,1019,P,1,,,,,10.1,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,3,7/19/2016,,,ABMA,1022,P,1,,,,,6.7,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,3,7/19/2016,,,ABMA,1024,P,1,,,,,5.9,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,3,7/19/2016,,,ABMA,1025,P,1,,,,,4.7,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,3,7/19/2016,,,ABMA,1027,P,1,,,,,14.6,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,3,7/19/2016,,,ABMA,1028,P,1,,,,,17.3,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,3,7/19/2016,,,ABMA,1031,P,1,,,,,8.1,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,3,7/19/2016,,,ABMA,1032,P,1,,,,,4.8,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,3,7/19/2016,,,ABMA,1033,P,1,,,,,2.5,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,3,7/19/2016,,,ABMA,1034,P,1,,,,,9.7,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,3,7/19/2016,,,ABMA,1035,P,1,,,,,18.6,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,3,7/19/2016,,,ABMA,1036,P,1,,,,,7.3,5.8,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,3,7/19/2016,,,ABMA,1038,P,1,,,,,5,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,3,7/19/2016,,,ABMA,1042,P,1,,,,,28.7,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,3,7/19/2016,,,ABMA,1044,P,1,,,,,6.8,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,3,7/19/2016,,,ABMA,1045,P,1,,,,,6.8,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,3,7/19/2016,,,ABMA,1092,P,1,,,,,27.4,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,3,7/19/2016,,,ABMA,1135,P,1,,,,,24.2,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,3,7/19/2016,,,ABMA,1136,P,1,,,,,15.5,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,3,7/19/2016,,,ABMA,1140,P,1,,,,,7.3,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,3,7/19/2016,,,ABMA,1142,P,1,,,,,6.3,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,3,7/19/2016,,,ABMA,1145,P,1,,,,,23.5,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,3,7/19/2016,,,ABMA,1146,P,1,,,,,52.7,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,3,7/19/2016,,,ABMA,1147,P,1,,,,,4.8,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,3,7/19/2016,,,ABMA,1149,P,1,,,,,30.2,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,3,7/19/2016,,,ABMA,1150,P,1,,,,,11,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,3,7/19/2016,,,ABMA,1151,P,1,,,,,10.6,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,3,7/19/2016,,,ABMA,1152,P,1,,,,,17.5,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,3,7/19/2016,,,ABMA,1153,P,1,,,,,14.5,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,3,7/20/2016,,,ABMA,1172,P,1,,,,,26,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,3,7/20/2016,,,ABMA,1175,P,1,,,,,2,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,3,8/1/2016,,,ABMA,1370,P,1,,,,,38.1,,,,,,,"TB, RB, AK",,,
Mammoth,Inyo Craters,3,8/1/2016,,,ABMA,1376,P,1,,,,,3.1,,,,,,,"TB, RB, AK",,,
Mammoth,Inyo Craters,3,8/1/2016,,,ABMA,1378,P,1,,,,,21.3,,,,,,,"TB, RB, AK",,,
Mammoth,Inyo Craters,3,8/1/2016,,,ABMA,1379,P,1,,,,,13.6,,,,,,,"TB, RB, AK",,,
Mammoth,Inyo Craters,3,8/1/2016,,,ABMA,1381,P,1,,,,,7.6,,,,,,,"TB, RB, AK",,,
Mammoth,Inyo Craters,3,8/1/2016,,,ABMA,1382,P,1,,,,,15.6,,,,,,,"TB, RB, AK",,,
Mammoth,Inyo Craters,3,8/1/2016,,,ABMA,1383,P,1,,,,,24.6,,,,,,,"TB, RB, AK",,,
Mammoth,Inyo Craters,3,8/1/2016,,,ABMA,1384,P,1,,,,,9,,,,,,,"TB, RB, AK",,,
Mammoth,Inyo Craters,3,8/1/2016,,,ABMA,1386,P,1,,,,,10.8,,,,,,,"TB, RB, AK",,,
Mammoth,Inyo Craters,3,8/1/2016,,,ABMA,1390,P,1,,,,,8.1,,,,,,,"TB, RB, AK",,,
Mammoth,Inyo Craters,3,7/19/2016,,,PICO,1005,P,1,,,,,13,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,3,7/19/2016,,,PICO,1006,P,1,,,,,8.5,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,3,7/19/2016,,,PICO,1010,P,1,,,,,13,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,3,7/19/2016,,,PICO,1014,P,1,,,,,7,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,3,7/19/2016,,,PICO,1018,P,1,,,,,6,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,3,7/19/2016,,,PICO,1030,P,1,,,,,5.7,,,,,,,"TB, RB",,,
Mammoth,Inyo Craters,3,7/19/2016,,,PICO,1037,P,1,,,,,9.5,,,,,,,"TB, RB",,,
