"tree.uniqueID","X","Y"
"9pj1_1856",-119.014546442814,37.689545025061
"9pj1_1857",-119.014556452562,37.6895431372341
"9pj1_1858",-119.014564071485,37.6895504357855
"9pj1_1859",-119.014563697872,37.6895429843897
"9pj1_1860",-119.014564337764,37.6895379037603
"9pj1_1861",-119.014597163301,37.6896008082501
"9pj1_1862",-119.014592063445,37.689552926636
"9pj1_1863",-119.014582334574,37.6895293544932
"9pj1_1864",-119.014622473694,37.689530525599
"9pj1_1865",-119.014624528311,37.6895559891718
"9pj1_1866",-119.014635567774,37.6895121641028
"9pj1_1867",-119.014639988679,37.6895077507607
"9pj1_1869",-119.014647666999,37.6894939650662
"9pj1_1868",-119.01463520958,37.6894919160867
"9pj1_1870",-119.014653016955,37.6894744534327
"9pc1_1871",-119.014683132962,37.6895002164664
"9pj1_1872",-119.014689820329,37.6894539249519
"9pj1_1873",-119.014728172987,37.6894508198951
"9pj1_1874",-119.014710676766,37.6894451929328
"9pj1_1875",-119.014717846118,37.6894400016353
"9pj1_1876",-119.014714806402,37.6894227019081
"9pc1_1877",-119.014713148892,37.6894085014346
"9pj1_1878",-119.014707813484,37.6893974733315
"9pj1_1879",-119.014709619466,37.6893950192828
"9pc1_1880",-119.014685706601,37.689387349212
"9pc1_1881",-119.014673262689,37.6893930751775
"9pc1_1882",-119.014671301982,37.689392017674
"9pj1_1883",-119.014622871989,37.689453895942
"9pj1_1884",-119.014585144462,37.6894788248638
"9pj1_1885",-119.014638717871,37.6894606899277
"9pj1_1886",-119.014641878176,37.6894612093391
"9pj1_1887",-119.014599100284,37.6894666162544
"9pj1_1888",-119.014579992377,37.6894679585987
"9pj1_1889",-119.014575340274,37.6894623951196
"9pc1_1895",-119.014620894287,37.6892724635085
"9pc1_1896",-119.01458971713,37.6893107698475
"9pj1_1897",-119.014556091886,37.6893155850052
"9pc1_1898",-119.01459447587,37.6893246206544
"9pc1_1899",-119.014620772665,37.6893208638673
"9pc1_1900",-119.014642068975,37.6893028329529
"9pc1_1901",-119.014641059058,37.6893234040671
"9pc1_1902",-119.01461537821,37.6893327591943
"9pj1_1903",-119.014644112183,37.6893324043273
"9pc1_1904",-119.014649906846,37.6893404700218
"9pc1_1905",-119.014650918106,37.6893391898115
"9pc3_1806",-119.014627484846,37.6893478775301
"9am1_1907",-119.014594459929,37.6893701655571
"9pc1_1908",-119.014612596838,37.6893939438031
"9pj1_1891",-119.014587362225,37.6894363841268
"9pc1_1909",-119.014679610193,37.6893440128168
"9pc1_1910",-119.014680348125,37.6893564614464
"9pc1_1911",-119.014670834984,37.6893574592772
"9pc1_1912",-119.014684242388,37.6893683939113
"9pc1_1913",-119.014684182739,37.6893724885149
"9pc1_1914",-119.014657765328,37.6893757642415
"9pj1_1890",-119.014619352745,37.6894303987043
"9pj1_1892",-119.014647081589,37.6894172319405
"9pj1_1893",-119.0146114948,37.6894115227907
"9pj1_1894",-119.014629511171,37.6894033532512
"9pc2_1000",-119.015125423588,37.6888760148703
"9pc2_1001",-119.015102609542,37.6888882806096
"9pj2_1002",-119.01507652828,37.6888900002439
"9pc2_1003",-119.015060819515,37.6888046466524
"9am3_1004",-119.013463053531,37.6894091212
"9pc3_1005",-119.013432778381,37.6894109832023
"9pc3_1006",-119.013421400668,37.6893740064457
"9pj3_1007",-119.013393886803,37.6893773783734
"9am3_1008",-119.013391405848,37.6893786065872
"9am3_1009",-119.013409746661,37.6893478172152
"9pc3_1010",-119.013402263925,37.6893559377367
"9pj3_1011",-119.01338506113,37.6893446790228
"9pj3_1012",-119.013378218192,37.6893411199444
"9am3_1013",-119.013465276544,37.6893344587657
"9pc3_1014",-119.013448679964,37.6893224597721
"9am3_1016",-119.013445943158,37.6893171396597
"9am3_1015",-119.013454614777,37.6893096005453
"9am3_1017",-119.013354996472,37.6893599398527
"9pc3_1018",-119.013367763752,37.6893455904264
"9am3_1019",-119.013375622829,37.6893397674911
"9pj3_1021",-119.013345549184,37.6893490775435
"9am3_1022",-119.013357336863,37.6893369537224
"9pj3_1023",-119.01335384254,37.6893386281002
"9am3_1024",-119.013352540056,37.6893248515085
"9am3_1025",-119.013353127547,37.6893190084125
"9pj3_1026",-119.013361629472,37.689315443465
"9am3_1027",-119.013419070924,37.6893054645683
"9am3_1028",-119.013418899461,37.6892998964408
"9pc3_1030",-119.01341747745,37.6892803294182
"9pj3_1029",-119.013425241531,37.6892806379161
"9am3_1031",-119.013333484992,37.6893339652468
"9am3_1032",-119.013334556671,37.6893280132292
"9am3_1033",-119.013333766552,37.689325844637
"9am3_1035",-119.013324917715,37.6893264138851
"9am3_1036",-119.013336036696,37.689319254837
"9am3_1034",-119.013345463073,37.6893201744351
"9pc3_1037",-119.013355440911,37.6893173292913
"9am3_1038",-119.013311407364,37.6893118876552
"9pj3_1040",-119.013279094598,37.6893241501356
"9pc3_1041",-119.013295107302,37.6893015888423
"9am3_1042",-119.013292074236,37.6892975030433
"9pj3_1042",-119.0133019136,37.6892891585269
"9am3_1044",-119.013342947647,37.6893216393002
"9am3_1045",-119.013347308024,37.689291492781
"9pc3_1046",-119.013326725482,37.689266734359
"9pc3_1047",-119.013306006466,37.6892507938589
"9pj3_1048",-119.013364539793,37.6892355916782
"9pc3_1049",-119.013235597717,37.6892256082519
"9pj3_1050",-119.013272780879,37.6892918210643
"9pj3_1051",-119.013261301924,37.6892848181577
"9pj3_1052",-119.013235536383,37.68928207781
"9pj3_1055",-119.013252041685,37.6893490999716
"9pj3_1056",-119.013202602109,37.6893336544882
"9pj3_1057",-119.013190676587,37.6893344098923
"9pj3_1058",-119.013164816804,37.6893267725834
"9pj3_1059",-119.013168724478,37.6893191530988
"9pj3_1060",-119.013240768442,37.6894136204871
"9pj3_1061",-119.013219569467,37.6894428389353
"9pj3_1062",-119.01323866166,37.6894504407245
"9pj3_1063",-119.013244623233,37.6894516835594
"9pc3_1064",-119.013246590325,37.6894824890677
"9pj3_1065",-119.01322904394,37.6894884604122
"9pj3_1066",-119.013214233116,37.689498918031
"9pj3_1067",-119.013236479908,37.6894989207691
"9pj3_1068",-119.013238060872,37.6894995738342
"9pj3_1069",-119.013256243189,37.6895006833289
"9pj3_1070",-119.013255634922,37.6895141784764
"9pj3_1071",-119.013191045453,37.6894942873814
"9pj3_1072",-119.013193971253,37.689498097635
"9pj3_1073",-119.013199291005,37.6895176857644
"9pj3_1074",-119.013178297511,37.6895176883788
"9pj3_1075",-119.013230372991,37.6895373648711
"9pj3_1076",-119.013247047358,37.6895398835547
"9pj3_1077",-119.013243548013,37.6895607337494
"9pj3_1078",-119.013265482695,37.6895770974111
"9pj3_1079",-119.013203768606,37.689605114454
"9pj3_1080",-119.013250947965,37.6896061428737
"9pj3_1081",-119.013256194289,37.6896319984673
"9pj3_1082",-119.013289068906,37.6896209781125
"9pj3_1083",-119.013286807595,37.6896182548604
"9pj3_1084",-119.013284617048,37.6896123708812
"9pj3_1085",-119.013281889166,37.6896005917019
"9pj3_1086",-119.013274867264,37.6895994293219
"9pj3_1087",-119.013276684458,37.689594202117
"9pj3_1088",-119.013278218246,37.689590616837
"9pj3_1089",-119.013282525423,37.689587351425
"9pj3_1090",-119.013286754151,37.6895840401438
"9pj3_1091",-119.013288413852,37.6895805531357
"9am3_1092",-119.013304112395,37.689557456032
"9pj3_1093",-119.013338875644,37.6895611113642
"9pj3_1094",-119.013324884197,37.6895639721352
"9pj3_1095",-119.013321218852,37.6895776872781
"9pj3_1096",-119.01334655239,37.6895858217893
"9pj3_1097",-119.013326685716,37.6895980006453
"9pj3_1098",-119.013352604958,37.6895942090103
"9pj3_1099",-119.013313010022,37.6896136217361
"9pj3_1100",-119.013379680463,37.6896053595588
"9pj3_1101",-119.013383018871,37.6895961271891
"9pj3_1102",-119.01340405003,37.6895942225667
"9pj3_1103",-119.013389918776,37.6895820219219
"9pc3_1104",-119.013371206948,37.6895754110385
"9pj3_1105",-119.01336370601,37.6895483547663
"9pj3_1106",-119.013391710147,37.6895531458986
"9pj3_1107",-119.013406160981,37.6895684562188
"9pj3_1108",-119.013429627961,37.6895543193361
"9pj3_1109",-119.013441012466,37.6895612184103
"9pc3_1108",-119.013422135805,37.6895544175655
"9pj3_1109",-119.013434421578,37.689561104956
"9pj3_1110",-119.013457269781,37.6895699493669
"9pj3_1111",-119.013458773292,37.689572240259
"9pj3_1112",-119.01344727503,37.6895813762958
"9pj3_1113",-119.013437997646,37.6895774808432
"9pj3_1114",-119.013454070225,37.6895909758799
"9pj3_1115",-119.013442157356,37.6895858645427
"9pj3_1116",-119.013435059568,37.6896053710779
"9pj3_1116",-119.013436918905,37.6895996212601
"9pj3_1118",-119.013421427655,37.6895883212894
"9pj3_1119",-119.013420245385,37.6896017560675
"9pj3_1120",-119.013452266895,37.6895607402019
"9pj3_1121",-119.013473438355,37.6895596320992
