"","Region","Site","hilo","Species","Neighborhood","tree.uniqueID","hegyi","simple_comp","BA","DBH","no","yes","post1","post2","diff","drought_fx","post1_fx","post2_fx"
"92","San Jac","bm","high","PL",3,"11pl3_1",0.730393583542967,88.7428204004705,4.8990707304,121.5,1.03278910196821,0.799977168602873,1.08077449991512,1.08077449991512,0.232811933365333,0.225420594506331,-0.0464619522567276,-0.0136728502885217
"93","San Jac","bm","high","PL",3,"11pl3_3",1.08850775894302,65.2016147606867,4.0157022906,59.9,1.01983474454809,0.832726937899458,1.07855532039642,1.07855532039642,0.187107806648633,0.183468750843103,-0.0575785206007535,-0.0377437760526622
"94","San Jac","sp","low","AC",2,"12ac2_1",32.0653420173296,307.827283366364,3.4541483592,9.6,1.00550979933307,0.825490714539837,0.983136352515289,0.983136352515289,0.180019084793229,0.179032650813182,0.0222508491042219,0.0277606484372879
"95","San Jac","sp","low","AC",2,"12ac2_12",6.07168105441408,108.683090874012,2.0176666818,17.9,1.04384235187325,0.835994761158629,0.947912669663348,0.947912669663348,0.207847590714618,0.199117798144156,0.0919005461291599,0.135742898002406
"96","San Jac","sp","low","AC",2,"12ac2_2",16.9997386324622,237.996340854471,3.4459927656,14,1.00890309631038,0.956473609458053,1.05708848384592,1.05708848384592,0.0524294868523272,0.0519668212379018,-0.0477601741056731,-0.038857077795293
"97","San Jac","sp","low","PJ",1,"12pj1_1",1.12352023694262,90.1063230027983,2.4002742918,80.2,1.04090284224608,0.759141824492801,0.955086960598173,0.955086960598173,0.281761017753277,0.270689065605094,0.0824436999929119,0.12334654223899
"98","San Jac","sp","low","PJ",1,"12pj1_2",0.947025307804935,40.4379806432707,2.0041177464,42.7,1.04496421662942,0.772757364010664,0.917383947391136,0.917383947391136,0.272206852618755,0.26049394638294,0.122090562727401,0.16705477935682
"99","San Jac","sp","low","PL",1,"12pl1_1",9.30379184255934,80.9429890302662,1.648036236,8.7,1.03849604334739,0.805102650199077,1.12823309997085,1.12823309997085,0.233393393148317,0.224741725925135,-0.0864105907752957,-0.047914547427901
"100","San Jac","sp","low","PL",1,"12pl1_2",12.5011328060636,103.759402290328,1.7917715046,8.3,1.08870902263124,0.634635548318863,1.03277853086885,1.03277853086885,0.454073474312378,0.417075145767556,0.0513732233312582,0.1400822459625
"101","San Jac","sp","low","PL",1,"12pl1_3",1.94591458242924,61.296309346521,1.7192508102,31.5,1.03372278751533,0.741284173257181,0.91404902272965,0.91404902272965,0.292438614258151,0.282898488637422,0.115769688190129,0.149492475705461
"102","San Jac","sp","low","PL",1,"12pl1_4",14.5936809189123,113.830711167516,1.9599311424,7.8,1.03939142341056,0.89825987216576,1.03161241354376,1.03161241354376,0.141131551244796,0.135782870693411,0.00748419670547949,0.046875620116035
"103","San Jac","sp","low","PL",2,"12pl2_1",9.64080054048327,85.8031248103011,3.3019951734,8.9,1.00520254850285,0.950122712152415,1.1332706649568,1.1332706649568,0.0550798363504394,0.0547947639333736,-0.127405284282939,-0.122202735780084
"104","San Jac","sp","low","PL",2,"12pl2_2",2.12629680672301,109.504285546235,3.227860482,51.5,1.03817508547532,0.671418369585664,1.020004296852,1.020004296852,0.36675671588966,0.353270581254358,0.0175026244393134,0.0556777099146374
"105","San Jac","sp","low","PL",2,"12pl2_3",3.1544186902495,119.237026491431,3.0659047188,37.8,1.00299461164552,0.79844892851377,0.892600057678674,0.892600057678674,0.204545683131751,0.203934977074475,0.110064952179287,0.113059563824807
"106","San Jac","sp","low","PL",3,"12pl3_1",5.92782872243352,129.226666149051,4.9539913962,21.8,1.04124166731237,0.724940537620479,1.03466195274984,1.03466195274984,0.316301129691891,0.303773023709587,0.0063191041706103,0.0475607714829804
"107","San Jac","sp","low","PL",3,"12pl3_2",5.65341412625897,110.24157546205,4.7780413758,19.5,1.05577330073976,0.695187107632932,1.15779312631165,1.15779312631165,0.360586193106827,0.341537518380292,-0.096630427668904,-0.0408571269291444
"108","San Jac","sp","low","PL",3,"12pl3_3",4.79883417382666,93.0973829722372,4.5377136882,19.4,1.02294373100934,0.848077496962113,1.03262565947921,1.03262565947921,0.174866234047231,0.17094413773345,-0.00946477130302287,0.0134789597063203
"109","San Jac","sp","low","PL",3,"12pl3_4",27.9811138938237,139.905569469118,4.9398039306,5,1.02901965831442,0.884531018984336,1.08791311250788,1.08791311250788,0.144488639330083,0.140413876608307,-0.0572325841567837,-0.0282129258423653
"110","San Jac","sp","low","PL",3,"12pl3_5",18.7922583441182,234.903229301477,4.9294955556,12.5,1.02642833724636,0.850351925658216,0.996797791376633,0.996797791376633,0.176076411588141,0.171542820086699,0.0288676226040435,0.0552959598504005
"111","San Jac","sp","low","PP",1,"12pp1_1",0.289085701281922,31.3947071592168,0.7292038446,108.6,1.02130336434352,0.614874005416628,0.644689378198735,0.644689378198735,0.406429358926888,0.397951649937173,0.368758195941971,0.390061560285488
