"tree.uniqueID","Year","event","spei_post","year_post","pred_mean","pred_50","pred_025","pred_975","Site","Species","Neighborhood","Region","hilo","hegyi","BA","DBH","reduction","spei12","post1","post2","spei_post2","drought_fx","legacy_mean","legacy_50","legacy_025","legacy_975","Region1","recovery"
"11pl1_1",2015,"post1",-0.951694912437106,2016,0.959331076011843,0.959732977529982,0.934245337043547,0.9845434324654,"bm","PL",1,"San Jac","high",1.22681201790568,52.0731439074,46.2,"no",-1.51356275164608,0.319613566565106,NA,NA,-0.362321051785621,-0.639717509446736,-0.640119410964876,-0.664929865900294,-0.614631770478441,"lat1",-0.639717509446736
"11pl1_2",1899,"post1",-0.690482083668474,1900,0.967700888827638,0.96798327316029,0.945335506229025,0.987795843284929,"bm","PL",1,"San Jac","high",0.466944492742661,32.5449088272,98,"yes",-1.30701601522932,0.398016560570277,0.684848457013675,-0.0840884106683408,0.379735417211401,-0.569684328257361,-0.569966712590014,-0.589779282714653,-0.547318945658748,"lat1",-0.569684328257361
"11pl1_2",1959,"post1",-0.789777766228112,1960,0.963879836666874,0.963902514434071,0.940318172816872,0.986209065964331,"bm","PL",1,"San Jac","high",0.466944492742661,32.5449088272,98,"yes",-1.49689672742896,1.36268900255458,0.856196308482699,-1.68035511846084,0.0167786908930688,0.398809165887702,0.398786488120505,0.376479936590245,0.422370829737704,"lat1",0.398809165887702
"11pl1_2",1961,"post1",0.0724056196440099,1962,0.994063345427344,0.994571543511046,0.976848963891194,1.00931606889949,"bm","PL",1,"San Jac","high",0.466944492742661,32.5449088272,98,"no",-1.68035511846084,1.42003430730785,1.14028714084947,-0.634442404064538,-0.0177246767183119,0.425970961880505,0.425462763796803,0.410718238408362,0.443185343416655,"lat1",0.425970961880505
"11pl1_2",1981,"post1",1.00350896000645,1982,1.02623016689193,1.026541726783,1.00233222676181,1.04895778385848,"bm","PL",1,"San Jac","high",0.466944492742661,32.5449088272,98,"yes",-1.57997504654302,0.909936766367601,1.02174370059046,2.00648546969103,0.0181751722967039,-0.116293400524329,-0.116604960415401,-0.139021017490883,-0.0923954603942115,"lat1",-0.116293400524329
"11pl1_2",2000,"post1",-1.20390709334388,2001,0.950302282558684,0.950312836544631,0.922395579428733,0.979267750918307,"bm","PL",1,"San Jac","high",0.466944492742661,32.5449088272,98,"yes",-1.28604576651371,0.907998154469309,0.596788262383906,-2.20442954184766,0.0402197129302327,-0.0423041280893747,-0.0423146820753212,-0.0712695964489973,-0.0143974249594241,"lat1",-0.0423041280893747
"11pl1_2",2002,"post1",-0.0756786730808449,2003,0.988686239323403,0.989339644089715,0.971119208642547,1.00201000719681,"bm","PL",1,"San Jac","high",0.466944492742661,32.5449088272,98,"yes",-2.20442954184766,1.23810429855744,0.940697332385044,-1.33810064225093,0.29062279831563,0.249418059234041,0.248764654467729,0.236094291360637,0.266985089914897,"lat1",0.249418059234041
"11pl1_2",2004,"post1",1.53476858734486,2005,1.04341480075355,1.04323021638402,1.00866114359418,1.07548673169483,"bm","PL",1,"San Jac","high",0.466944492742661,32.5449088272,98,"no",-1.33810064225093,0.813672853182606,0.814929073085591,-0.424992908234202,-0.118167503183871,-0.229741947570944,-0.229557363201414,-0.26181387851222,-0.194988290411575,"lat1",-0.229741947570944
"11pl1_2",2007,"post1",-0.454401573613913,2008,0.97553721859856,0.975816649929982,0.956025889860186,0.992623478922101,"bm","PL",1,"San Jac","high",0.466944492742661,32.5449088272,98,"yes",-2.25825083238519,0.917841881832372,0.789993562267471,-1.25563736243254,0.0979123148619981,-0.0576953367661882,-0.0579747680976095,-0.0747815970897289,-0.0381840080278137,"lat1",-0.0576953367661882
"11pl1_2",2009,"post1",0.103887407421721,2010,0.994858450654297,0.995692212752761,0.978671197595964,1.00842592223515,"bm","PL",1,"San Jac","high",0.466944492742661,32.5449088272,98,"yes",-1.25563736243254,1.03577955440094,1.28233011564551,0.8186571511098,0.0609677537701559,0.0409211037466458,0.0400873416481822,0.0273536321657957,0.0571083568049789,"lat1",0.0409211037466458
"11pl1_2",2013,"post1",-1.45726349586901,2014,0.941139946079281,0.94125254389603,0.908542589645467,0.97435807717906,"bm","PL",1,"San Jac","high",0.466944492742661,32.5449088272,98,"no",-1.22731668009577,0.897496493565903,1.20336768973669,-1.51356275164608,-0.271310453243425,-0.0436434525133784,-0.0437560503301279,-0.0768615836131572,-0.0110460960795644,"lat1",-0.0436434525133784
"11pl1_2",2014,"post1",-1.51356275164608,2015,0.93958385173215,0.93941793233141,0.908478345484562,0.973616683214059,"bm","PL",1,"San Jac","high",0.466944492742661,32.5449088272,98,"no",-1.45726349586901,1.20336768973669,NA,NA,-0.0668164762224429,0.263783838004536,0.263949757405276,0.229751006522626,0.294889344252123,"lat1",0.263783838004536
"11pl1_2",2015,"post1",NA,2016,NA,NA,NA,NA,"bm","PL",1,"San Jac","high",0.466944492742661,32.5449088272,98,"no",-1.51356275164608,NA,NA,NA,-0.430392750911139,NA,NA,NA,NA,"lat1",NA
"11pl1_24",1899,"post1",-0.690482083668474,1900,0.968183186391669,0.968166105893185,0.945492448969013,0.988503786076385,"bm","PL",1,"San Jac","high",2.88855902001068,45.5579705196,23.7,"no",-1.30701601522932,1.0466095449829,0.801891774530135,-0.0840884106683408,-0.408807179012227,0.0784263585912319,0.0784434390897157,0.0581057589065155,0.101117096013887,"lat1",0.0784263585912319
"11pl1_24",1959,"post1",-0.789777766228112,1960,0.964634874992203,0.965011417212554,0.941997973173732,0.987116621525554,"bm","PL",1,"San Jac","high",2.88855902001068,45.5579705196,23.7,"no",-1.49689672742896,1.47727994209397,1.13646395851818,-1.68035511846084,-0.201509679517432,0.512645067101762,0.512268524881411,0.490163320568411,0.535281968920233,"lat1",0.512645067101762
"11pl1_24",1961,"post1",0.0724056196440099,1962,0.994638981725589,0.994956902222149,0.979227791852014,1.01092028016102,"bm","PL",1,"San Jac","high",2.88855902001068,45.5579705196,23.7,"no",-1.68035511846084,1.37582747986943,0.864259417776688,-0.634442404064538,-0.092540340405387,0.381188498143843,0.380870577647283,0.36490719970841,0.396599688017419,"lat1",0.381188498143843
"11pl1_24",1981,"post1",1.00350896000645,1982,1.02645378612306,1.02644185155998,1.00161619258732,1.05166196470216,"bm","PL",1,"San Jac","high",2.88855902001068,45.5579705196,23.7,"no",-1.57997504654302,1.05419362277302,1.05538153938854,2.00648546969103,-0.0623235255915814,0.0277398366499555,0.0277517712130351,0.00253165807085358,0.0525774301857018,"lat1",0.0277398366499555
"11pl1_24",2000,"post1",-1.20390709334388,2001,0.951065392349489,0.950891257596393,0.922900976174918,0.981927974840025,"bm","PL",1,"San Jac","high",2.88855902001068,45.5579705196,23.7,"yes",-1.28604576651371,0.99918896116857,0.845760016246317,-2.20442954184766,0.216452816792511,0.0481235688190816,0.0482977035721768,0.0172609863285452,0.0762879849936525,"lat1",0.0481235688190816
"11pl1_24",2002,"post1",-0.0756786730808449,2003,0.989734402294736,0.990392059366842,0.972214303365629,1.00444125130063,"bm","PL",1,"San Jac","high",2.88855902001068,45.5579705196,23.7,"yes",-2.20442954184766,0.861101931870681,0.794902267435305,-1.33810064225093,0.186928077106954,-0.128632470424055,-0.129290127496161,-0.143339319429951,-0.111112371494948,"lat1",-0.128632470424055
"11pl1_24",2004,"post1",1.53476858734486,2005,1.04490209290476,1.04486702651823,1.01122143177766,1.07634427346358,"bm","PL",1,"San Jac","high",2.88855902001068,45.5579705196,23.7,"yes",-1.33810064225093,0.850905029897407,1.21396380728154,-0.424992908234202,0.235820205873347,-0.193997063007349,-0.193961996620826,-0.22543924356617,-0.160316401880253,"lat1",-0.193997063007349
"11pl1_24",2007,"post1",-0.454401573613913,2008,0.976784108536055,0.977203778622098,0.957058042966916,0.994537782731625,"bm","PL",1,"San Jac","high",2.88855902001068,45.5579705196,23.7,"yes",-2.25825083238519,1.23204636126461,1.06965498071825,-1.25563736243254,0.119833025614773,0.25526225272855,0.254842582642507,0.23750857853298,0.27498831829769,"lat1",0.25526225272855
"11pl1_24",2009,"post1",0.103887407421721,2010,0.995569158007147,0.996049622096562,0.978198706455129,1.01059022757369,"bm","PL",1,"San Jac","high",2.88855902001068,45.5579705196,23.7,"no",-1.25563736243254,0.899801362929329,1.20410287389588,0.8186571511098,-0.0283134876305384,-0.0957677950778182,-0.096248259167233,-0.110788864644357,-0.0783973435257998,"lat1",-0.0957677950778182
"11pl1_24",2013,"post1",-1.45726349586901,2014,0.941709671597668,0.941852519280028,0.909174323681595,0.974688008227492,"bm","PL",1,"San Jac","high",2.88855902001068,45.5579705196,23.7,"yes",-1.22731668009577,1.03741189772747,1.08075668850184,-1.51356275164608,0.0707627876950045,0.095702226129802,0.0955593784474421,0.062723889499978,0.128237574045875,"lat1",0.095702226129802
"11pl1_24",2014,"post1",-1.51356275164608,2015,0.940320567448734,0.940287561889488,0.906937624514453,0.975846397265384,"bm","PL",1,"San Jac","high",2.88855902001068,45.5579705196,23.7,"yes",-1.45726349586901,1.08075668850184,NA,NA,0.00268342045654025,0.140436121053102,0.140469126612348,0.104910291236452,0.173819063987383,"lat1",0.140436121053102
"11pl1_24",2015,"post1",NA,2016,NA,NA,NA,NA,"bm","PL",1,"San Jac","high",2.88855902001068,45.5579705196,23.7,"no",-1.51356275164608,NA,NA,NA,-0.0389861213819645,NA,NA,NA,NA,"lat1",NA
"11pl1_4",1959,"post1",-0.789777766228112,1960,0.964509041573178,0.964955469046238,0.941389836545264,0.985214256281874,"bm","PL",1,"San Jac","high",2.63930677858692,70.9297818768,36,"yes",-1.49689672742896,1.0812310016261,0.733456617302551,-1.68035511846084,0.106340072970822,0.116721960052926,0.116275532579866,0.0960167453442305,0.13984116508084,"lat1",0.116721960052926
"11pl1_4",1961,"post1",0.0724056196440099,1962,0.99466183701936,0.995033205654413,0.978072572422547,1.00911086049224,"bm","PL",1,"San Jac","high",2.63930677858692,70.9297818768,36,"yes",-1.68035511846084,0.845368915444482,0.985847526706503,-0.634442404064538,0.166190871873295,-0.149292921574877,-0.14966429020993,-0.163741945047753,-0.132703656978065,"lat1",-0.149292921574877
"11pl1_4",1981,"post1",1.00350896000645,1982,1.02672385453781,1.02703232744749,1.00113900928431,1.05128668867012,"bm","PL",1,"San Jac","high",2.63930677858692,70.9297818768,36,"yes",-1.57997504654302,1.08622948049331,0.96048912816023,2.00648546969103,0.127142248386743,0.059505625955495,0.0591971530458223,0.0349427918231862,0.0850904712090021,"lat1",0.059505625955495
"11pl1_4",2000,"post1",-1.20390709334388,2001,0.950283689349208,0.950420149639788,0.920515682813628,0.978212365608292,"bm","PL",1,"San Jac","high",2.63930677858692,70.9297818768,36,"yes",-1.28604576651371,0.764771478394276,0.717113912341008,-2.20442954184766,0.167088254573562,-0.185512210954932,-0.185648671245512,-0.213440887214016,-0.155744204419352,"lat1",-0.185512210954932
"11pl1_4",2002,"post1",-0.0756786730808449,2003,0.989450069651142,0.989914435876755,0.973431136978049,1.00432866014032,"bm","PL",1,"San Jac","high",2.63930677858692,70.9297818768,36,"yes",-2.20442954184766,0.965371658339879,0.826209446152326,-1.33810064225093,0.184769607484586,-0.0240784113112626,-0.0245427775368757,-0.038957001800442,-0.0080594786381699,"lat1",-0.0240784113112626
"11pl1_4",2004,"post1",1.53476858734486,2005,1.04472122312023,1.04502081571132,1.0124185855769,1.07669348762078,"bm","PL",1,"San Jac","high",2.63930677858692,70.9297818768,36,"yes",-1.33810064225093,1.23669814212572,1.03714379775886,-0.424992908234202,0.0607474774992091,0.191976919005495,0.191677326414403,0.160004654504942,0.224279556548822,"lat1",0.191976919005495
"11pl1_4",2007,"post1",-0.454401573613913,2008,0.976358222014054,0.97682702834368,0.95849247324657,0.99241195342186,"bm","PL",1,"San Jac","high",2.63930677858692,70.9297818768,36,"yes",-2.25825083238519,0.973437935731101,0.801880565408966,-1.25563736243254,0.39774419080458,-0.0029202862829526,-0.00338909261257903,-0.0189740176907585,0.0149454624845314,"lat1",-0.0029202862829526
"11pl1_4",2009,"post1",0.103887407421721,2010,0.995394665912739,0.996085714801683,0.977944873413399,1.00935580367145,"bm","PL",1,"San Jac","high",2.63930677858692,70.9297818768,36,"yes",-1.25563736243254,0.866202404205604,0.941479731735178,0.8186571511098,0.0884050680947157,-0.129192261707135,-0.129883310596079,-0.143153399465846,-0.111742469207796,"lat1",-0.129192261707135
"11pl1_4",2013,"post1",-1.45726349586901,2014,0.942273987024726,0.94180002581491,0.908060641748798,0.97659773097974,"bm","PL",1,"San Jac","high",2.63930677858692,70.9297818768,36,"no",-1.22731668009577,1.39887874259603,1.424274469618,-1.51356275164608,-0.0890069985374798,0.456604755571308,0.457078716781124,0.422281011616294,0.490818100847236,"lat1",0.456604755571308
"11pl1_4",2014,"post1",-1.51356275164608,2015,0.939819672722276,0.939408141987068,0.905309092936651,0.97560509709219,"bm","PL",1,"San Jac","high",2.63930677858692,70.9297818768,36,"no",-1.45726349586901,1.424274469618,NA,NA,-0.590275194473896,0.484454796895729,0.484866327630936,0.448669372525814,0.518965376681353,"lat1",0.484454796895729
"11pl1_4",2015,"post1",NA,2016,NA,NA,NA,NA,"bm","PL",1,"San Jac","high",2.63930677858692,70.9297818768,36,"no",-1.51356275164608,NA,NA,NA,-0.619145598676137,NA,NA,NA,NA,"lat1",NA
"11pl2_1",1899,"post1",-0.690482091923027,1900,0.950740988086344,0.950794749693364,0.925794574048205,0.975880409131945,"bm","PL",2,"San Jac","high",0.784702607420734,36.576478554,85.3,"yes",-1.30701601671373,0.764310422048029,0.950585821153224,-0.0840884051834481,0.116921190578668,-0.186430566038315,-0.186484327645335,-0.211569987083915,-0.161484152000176,"lat1",-0.186430566038315
"11pl2_1",1959,"post1",-0.789777617781331,1960,0.94470765780718,0.945003598627007,0.919320076383713,0.971393123453254,"bm","PL",2,"San Jac","high",0.784702607420734,36.576478554,85.3,"yes",-1.49689687368738,0.874340204576806,0.708087545874099,-1.68035511677027,0.199661649620535,-0.0703674532303744,-0.0706633940502014,-0.0970529188764482,-0.0449798718069071,"lat1",-0.0703674532303744
"11pl2_1",1961,"post1",0.0724056964820259,1962,0.997884941315741,0.998306977635002,0.979754372337567,1.01473181023666,"bm","PL",2,"San Jac","high",0.784702607420734,36.576478554,85.3,"yes",-1.68035511677027,0.786673592805472,0.660294441439735,-0.634442680140618,0.170028872634545,-0.211211348510269,-0.21163338482953,-0.228058217431187,-0.193080779532095,"lat1",-0.211211348510269
"11pl2_1",1981,"post1",1.00350883830877,1982,1.0561565464887,1.05654642708212,1.02677224293243,1.08361592636455,"bm","PL",2,"San Jac","high",0.784702607420734,36.576478554,85.3,"yes",-1.57997508755172,1.10074121727129,1.13547842816798,2.00648545999453,0.0630622914228114,0.0445846707825879,0.0441947901891733,0.0171252909067419,0.0739689743388567,"lat1",0.0445846707825879
"11pl2_1",2000,"post1",-1.20390673998832,2001,0.91963384870965,0.920073824986297,0.883167896578713,0.957266152636703,"bm","PL",2,"San Jac","high",0.784702607420734,36.576478554,85.3,"no",-1.28604580364627,1.14035543928215,0.80077184199834,-2.20442936284484,-0.063097958250559,0.220721590572503,0.220281614295856,0.18308928664545,0.25718754270344,"lat1",0.220721590572503
"11pl2_1",2002,"post1",-0.0756785224117951,2003,0.988873356573116,0.989439689583137,0.969738219471609,1.00704223081869,"bm","PL",2,"San Jac","high",0.784702607420734,36.576478554,85.3,"yes",-2.20442936284484,1.20763559803789,0.725453821879609,-1.33810045795764,0.0613907668077443,0.218762241464773,0.218195908454752,0.200593367219201,0.23789737856628,"lat1",0.218762241464773
"11pl2_1",2004,"post1",1.53476872767012,2005,1.08947150258311,1.09002672765935,1.04511645145227,1.13299321518984,"bm","PL",2,"San Jac","high",0.784702607420734,36.576478554,85.3,"yes",-1.33810045795764,0.879479896670096,0.782099184324176,-0.424992823210133,0.149673327958724,-0.209991605913011,-0.210546830989252,-0.253513318519746,-0.165636554782172,"lat1",-0.209991605913011
"11pl2_1",2007,"post1",-0.454401293017552,2008,0.966196327447373,0.96627075148294,0.946141678622521,0.987255056905527,"bm","PL",2,"San Jac","high",0.784702607420734,36.576478554,85.3,"yes",-2.25825058222041,1.0403523134783,0.759313589129381,-1.25563733982501,0.413424256952193,0.074155986030931,0.0740815619953642,0.0530972565727767,0.0942106348557831,"lat1",0.074155986030931
"11pl2_1",2009,"post1",0.103887413356678,2010,1.00047979360528,1.0009032486694,0.982830450692731,1.01948360667605,"bm","PL",2,"San Jac","high",0.784702607420734,36.576478554,85.3,"yes",-1.25563733982501,0.787275852259192,0.968676955351057,0.818657107329135,0.109985256391339,-0.213203941346085,-0.213627396410203,-0.232207754416861,-0.195554598433538,"lat1",-0.213203941346085
"11pl2_1",2013,"post1",-1.45726360776486,2014,0.903790909541981,0.904478219375504,0.863785224944607,0.941908059750269,"bm","PL",2,"San Jac","high",0.784702607420734,36.576478554,85.3,"yes",-1.22731641639002,1.23817267425229,1.60436467705986,-1.5135629308139,0.110775547151464,0.334381764710305,0.333694454876782,0.296264614502018,0.374387449307679,"lat1",0.334381764710305
"11pl2_1",2014,"post1",-1.5135629308139,2015,0.900750594046715,0.900685574411714,0.859515910944633,0.943210011844996,"bm","PL",2,"San Jac","high",0.784702607420734,36.576478554,85.3,"no",-1.45726360776486,1.60436467705986,NA,NA,-0.451300162402504,0.703614083013144,0.703679102648145,0.661154665214863,0.744848766115226,"lat1",0.703614083013144
"11pl2_1",2015,"post1",NA,2016,NA,NA,NA,NA,"bm","PL",2,"San Jac","high",0.784702607420734,36.576478554,85.3,"no",-1.5135629308139,NA,NA,NA,-0.880525038864962,NA,NA,NA,NA,"lat1",NA
"11pl2_2",1899,"post1",-0.690482091923027,1900,0.950702954874561,0.950652202293317,0.925970962780526,0.97433794746314,"bm","PL",2,"San Jac","high",1.76398370366114,49.3391468724,37.9,"no",-1.30701601671373,1.39363184660622,1.60773743711496,-0.0840884051834481,-0.648529555380505,0.442928891731656,0.442979644312899,0.419293899143077,0.467660883825691,"lat1",0.442928891731656
"11pl2_2",1959,"post1",-0.789777617781331,1960,0.945036583686602,0.944790780570735,0.919003850135515,0.971550815875634,"bm","PL",2,"San Jac","high",1.76398370366114,49.3391468724,37.9,"yes",-1.49689687368738,1.10609082537888,0.8315620971135,-1.68035511677027,0.275641551554665,0.161054241692281,0.161300044808149,0.134540009503249,0.187086975243368,"lat1",0.161054241692281
"11pl2_2",1961,"post1",0.0724056964820259,1962,0.998110591781002,0.998404385464305,0.981544967563084,1.01494140170589,"bm","PL",2,"San Jac","high",1.76398370366114,49.3391468724,37.9,"yes",-1.68035511677027,0.874533698874036,0.644373962128379,-0.634442680140618,0.0841052344439764,-0.123576892906966,-0.123870686590269,-0.140407702831856,-0.107011268689048,"lat1",-0.123576892906966
"11pl2_2",1981,"post1",1.00350883830877,1982,1.05528699736602,1.05591372931562,1.0233169715822,1.08581655853207,"bm","PL",2,"San Jac","high",1.76398370366114,49.3391468724,37.9,"no",-1.57997508755172,1.29602651793502,1.27322554823178,2.00648545999453,-0.263666794178404,0.240739520568998,0.240112788619397,0.210209959402948,0.272709546352818,"lat1",0.240739520568998
"11pl2_2",2000,"post1",-1.20390673998832,2001,0.918387803122499,0.919197925990558,0.881150725836001,0.953093097517721,"bm","PL",2,"San Jac","high",1.76398370366114,49.3391468724,37.9,"yes",-1.28604580364627,0.797564455249541,0.618504244254565,-2.20442936284484,0.166899315125868,-0.120823347872959,-0.121633470741017,-0.15552864226818,-0.0835862705864597,"lat1",-0.120823347872959
"11pl2_2",2002,"post1",-0.0756785224117951,2003,0.988340483560223,0.988678776824294,0.970094675516387,1.00595621566735,"bm","PL",2,"San Jac","high",1.76398370366114,49.3391468724,37.9,"yes",-2.20442936284484,1.00531166237989,0.742723173221498,-1.33810045795764,0.318770297788571,0.0169711788196683,0.0166328855555964,-0.00064455328745745,0.0352169868635034,"lat1",0.0169711788196683
"11pl2_2",2004,"post1",1.53476872767012,2005,1.08803886062976,1.08908118403962,1.04716680112707,1.12869465308087,"bm","PL",2,"San Jac","high",1.76398370366114,49.3391468724,37.9,"yes",-1.33810045795764,1.2017272667677,1.01255720540998,-0.424992823210133,0.181953736260923,0.113688406137939,0.112646082728077,0.0730326136868284,0.154560465640626,"lat1",0.113688406137939
"11pl2_2",2007,"post1",-0.454401293017552,2008,0.964998646699577,0.965399526716532,0.944379676553258,0.984547991268061,"bm","PL",2,"San Jac","high",1.76398370366114,49.3391468724,37.9,"yes",-2.25825058222041,1.24999852136436,0.728395013722614,-1.25563733982501,0.471680527282658,0.284999874664786,0.284598994647831,0.265450530096302,0.305618844811105,"lat1",0.284999874664786
"11pl2_2",2009,"post1",0.103887413356678,2010,0.999049936483849,0.99940334551207,0.981458687367394,1.01651174222384,"bm","PL",2,"San Jac","high",1.76398370366114,49.3391468724,37.9,"yes",-1.25563733982501,1.06025442429352,0.955298499592483,0.818657107329135,0.19773498258111,0.061204487809672,0.0608510787814515,0.0437426820696837,0.0787957369261276,"lat1",0.061204487809672
"11pl2_2",2013,"post1",-1.45726360776486,2014,0.902610007750591,0.902186891910488,0.862616015562495,0.941392015189458,"bm","PL",2,"San Jac","high",1.76398370366114,49.3391468724,37.9,"no",-1.22731641639002,0.941930890887404,1.42692034245168,-1.5135629308139,-0.175501588707078,0.0393208831368126,0.0397439989769156,0.000538875697945415,0.0793148753249087,"lat1",0.0393208831368126
"11pl2_2",2014,"post1",-1.5135629308139,2015,0.900124848434029,0.900242417985929,0.857650834727671,0.945349822845342,"bm","PL",2,"San Jac","high",1.76398370366114,49.3391468724,37.9,"no",-1.45726360776486,1.42692034245168,NA,NA,-0.0374565837884071,0.52679549401765,0.52667792446575,0.481570519606337,0.569269507724008,"lat1",0.52679549401765
"11pl2_2",2015,"post1",NA,2016,NA,NA,NA,NA,"bm","PL",2,"San Jac","high",1.76398370366114,49.3391468724,37.9,"no",-1.5135629308139,NA,NA,NA,-0.571631122983377,NA,NA,NA,NA,"lat1",NA
"11pl3_1",1899,"post1",-0.690482046141626,1900,0.952610137133433,0.952684675342054,0.926561542279753,0.979178969633724,"bm","PL",3,"San Jac","high",0.73039357850137,156.7702633728,121.5,"yes",-1.30701600848087,1.23020087903608,1.38825624228828,-0.0840884356041038,0.102042149071448,0.277590741902643,0.277516203694021,0.251021909402352,0.303639336756323,"lat1",0.277590741902643
"11pl3_1",1959,"post1",-0.7897784411044,1960,0.944566002621116,0.943771720647157,0.917538404785959,0.973296830684251,"bm","PL",3,"San Jac","high",0.73039357850137,156.7702633728,121.5,"no",-1.49689606250129,1.15750997844221,0.402751468701364,-1.68035512614675,-0.048972107649336,0.212943975821095,0.213738257795055,0.184213147757961,0.239971573656252,"lat1",0.212943975821095
"11pl3_1",1961,"post1",0.0724052703197838,1962,1.00469557033505,1.00406735183935,0.985082862617072,1.02468484253908,"bm","PL",3,"San Jac","high",0.73039357850137,156.7702633728,121.5,"yes",-1.68035512614675,1.41813169110004,0.912740203599565,-0.634441148953944,0.49654629593398,0.413436120764989,0.414064339260688,0.393446848560966,0.43304882848297,"lat1",0.413436120764989
"11pl3_1",1981,"post1",1.00350951327476,1982,1.06945192927595,1.0696065125033,1.03764736725128,1.10119960110268,"bm","PL",3,"San Jac","high",0.73039357850137,156.7702633728,121.5,"no",-1.57997486010699,1.20583639680634,1.32623046970288,2.00648551377368,-0.271834507937767,0.136384467530391,0.136229884303033,0.104636795703655,0.168189029555056,"lat1",0.136384467530391
"11pl3_1",2000,"post1",-1.2039086997859,2001,0.916119595250709,0.915326194920272,0.881830571009612,0.9543304277068,"bm","PL",3,"San Jac","high",0.73039357850137,156.7702633728,121.5,"no",-1.28604559769967,0.728876666784874,0.379603814894106,-2.20443035563957,-0.150593729506368,-0.187242928465835,-0.186449528135397,-0.225453760921926,-0.152953904224738,"lat1",-0.187242928465835
"11pl3_1",2002,"post1",-0.0756793580601331,2003,0.994473418194755,0.99414124274018,0.976049586228538,1.01441488593525,"bm","PL",3,"San Jac","high",0.73039357850137,156.7702633728,121.5,"yes",-2.20443035563957,0.945702411361152,0.90607640093284,-1.33810148009437,0.525481688987364,-0.0487710068336037,-0.0484388313790285,-0.0687124745740976,-0.0303471748673867,"lat1",-0.0487710068336037
"11pl3_1",2004,"post1",1.53476794939112,2005,1.10566759984003,1.1060744421445,1.06254942873672,1.14948687528303,"bm","PL",3,"San Jac","high",0.73039357850137,156.7702633728,121.5,"no",-1.33810148009437,0.914473787998567,1.14453945056443,-0.424993294775117,-0.132627825510652,-0.191193811841465,-0.191600654145936,-0.235013087284461,-0.148075640738155,"lat1",-0.191193811841465
"11pl3_1",2007,"post1",-0.454402849275558,2008,0.967938984047783,0.967606678412121,0.948713541357047,0.989485067195546,"bm","PL",3,"San Jac","high",0.73039357850137,156.7702633728,121.5,"yes",-2.25825196969653,1.24153096190626,1.10149173009201,-1.25563746521177,0.503075305569437,0.273591977858473,0.273924283494135,0.25204589471071,0.292817420549208,"lat1",0.273591977858473
"11pl3_1",2009,"post1",0.103887380439649,2010,1.00682185620245,1.00622759969124,0.989257108058389,1.02672924363868,"bm","PL",3,"San Jac","high",0.73039357850137,156.7702633728,121.5,"no",-1.25563746521177,0.958738085205549,1.22624634695641,0.818657350148025,-0.376903958416368,-0.0480837709969027,-0.0474895144856895,-0.0679911584331268,-0.0305190228528392,"lat1",-0.0480837709969027
"11pl3_1",2013,"post1",-1.45726298716242,2014,0.89857629959809,0.898178606803288,0.856726805570871,0.942240236556342,"bm","PL",3,"San Jac","high",0.73039357850137,156.7702633728,121.5,"no",-1.2273178789682,0.771214102460653,1.31630453796461,-1.51356193710485,-0.0367405376236882,-0.127362197137437,-0.126964504342635,-0.171026134095688,-0.085512703110218,"lat1",-0.127362197137437
"11pl3_1",2014,"post1",-1.51356193710485,2015,0.896151557844428,0.896601064533023,0.851863955160205,0.943061588931711,"bm","PL",3,"San Jac","high",0.73039357850137,156.7702633728,121.5,"yes",-1.45726298716242,1.31630453796461,NA,NA,0.0359548588023492,0.420152980120185,0.41970347343159,0.373242949032902,0.464440582804408,"lat1",0.420152980120185
"11pl3_1",2015,"post1",NA,2016,NA,NA,NA,NA,"bm","PL",3,"San Jac","high",0.73039357850137,156.7702633728,121.5,"no",-1.51356193710485,NA,NA,NA,-0.645427631720396,NA,NA,NA,NA,"lat1",NA
"11pl3_3",1899,"post1",-0.690482046141626,1900,0.951923328038568,0.9521610051673,0.927802263197866,0.979062117943686,"bm","PL",3,"San Jac","high",1.08850775435191,80.314045812,59.9,"no",-1.30701600848087,0.917036586981619,0.95557006914721,-0.0840884356041038,-0.203588382909955,-0.0348867410569494,-0.0351244181856812,-0.0620255309620666,-0.0107656762162473,"lat1",-0.0348867410569494
"11pl3_3",1959,"post1",-0.7897784411044,1960,0.944891039682006,0.944261204132494,0.917181128154237,0.972970568368961,"bm","PL",3,"San Jac","high",1.08850775435191,80.314045812,59.9,"yes",-1.49689606250129,1.09212552900871,0.384195019925713,-1.68035512614675,0.163026792255344,0.147234489326704,0.147864324876217,0.11915496063975,0.174944400854473,"lat1",0.147234489326704
"11pl3_3",1961,"post1",0.0724052703197838,1962,1.00496946552694,1.00402330059618,0.987703081420163,1.02606944571248,"bm","PL",3,"San Jac","high",1.08850775435191,80.314045812,59.9,"yes",-1.68035512614675,1.21376401763956,0.662451857062754,-0.634441148953944,0.538630249076798,0.208794552112621,0.209740717043385,0.187694571927084,0.2260609362194,"lat1",0.208794552112621
"11pl3_3",1981,"post1",1.00350951327476,1982,1.06950840938522,1.06936852902585,1.0406732268521,1.10278116282294,"bm","PL",3,"San Jac","high",1.08850775435191,80.314045812,59.9,"no",-1.57997486010699,1.06761467706912,1.1996810247907,2.00648551377368,-0.272157321991208,-0.00189373231609737,-0.00175385195673317,-0.0351664857538203,0.0269414502170192,"lat1",-0.00189373231609737
