"","tree.uniqueID","Site","Neighborhood","Species","totDBH","totBA"
"2401","18cd2_4638","Peppermint",2,"cd",123.5,1.197911715
"2402","18ac2_4639","Peppermint",2,"ac",22,0.03801336
"2403","18ac2_4640","Peppermint",2,"ac",33.3,0.0870922206
"2404","18ac2_4641","Peppermint",2,"ac",68.4,0.3674541024
"2405","18am2_4642","Peppermint",2,"am",71.1,0.3970361934
"2406","18am2_4643","Peppermint",2,"am",70.4,0.3892568064
"2407","18ac2_4644","Peppermint",2,"ac",50.1,0.1971361854
"2408","18am2_4645","Peppermint",2,"am",176.7,1.291814139
"2409","18am2_4646","Peppermint",2,"am",48.7,0.1862725326
"2410","18cd2_4647","Peppermint",2,"cd",113,1.00287726
"2411","18am2_4648","Peppermint",2,"am",84.6,0.5621233464
"2412","18cd2_4649","Peppermint",2,"cd",134,1.41026424
"2413","18pj2_4650","Peppermint",2,"pj",115.5,1.047743235
"2414","18pj2_4651","Peppermint",2,"pj",69.9,0.3837472254
"2415","18xx3_5001","Peppermint",3,"xx",60.2,0.2846321016
"2416","18am3_5002","Peppermint",3,"am",84,0.55417824
"2417","18am3_5003","Peppermint",3,"am",42.5,0.141862875
"2418","18ac3_5004","Peppermint",3,"ac",49.5,0.192442635
"2419","18am3_5005","Peppermint",3,"am",53.6,0.2256422784
"2420","18am3_5006","Peppermint",3,"am",136.9,0.7435703814
"2421","18ac3_5007","Peppermint",3,"ac",38.2,0.1146087096
"2422","18ac3_5008","Peppermint",3,"ac",26.5,0.055154715
"2423","18ac3_5009","Peppermint",3,"ac",15,0.0176715
"2424","18ac3_5010","Peppermint",3,"ac",52.9,0.2197871214
"2425","18ac3_5011","Peppermint",3,"ac",45.6,0.1633129344
"2426","18ac3_5012","Peppermint",3,"ac",16,0.02010624
"2427","18am3_5013","Peppermint",3,"am",108.2,0.9194866296
"2428","18ac3_5014","Peppermint",3,"ac",54.8,0.2358587616
"2429","18ac3_5015","Peppermint",3,"ac",81.2,0.5178487776
"2430","18am3_5016","Peppermint",3,"am",101.2,0.8043626976
"2431","18am3_5017","Peppermint",3,"am",115.9,1.0550128974
"2432","18am3_5018","Peppermint",3,"am",158.8,0.9936126816
"2433","18am3_5019","Peppermint",3,"am",109.8,0.9468813816
"2434","18ac3_5020","Peppermint",3,"ac",42,0.13854456
"2435","18ac3_5021","Peppermint",3,"ac",63.2,0.3137076096
"2436","18ac3_5022","Peppermint",3,"ac",80.2,0.5051724216
"2437","18am3_5023","Peppermint",3,"am",119,1.11220494
"2438","18am3_5024","Peppermint",3,"am",84.3,0.5581437246
"2439","18am3_5025","Peppermint",3,"am",72.8,0.4162494336
"2440","18am3_5026","Peppermint",3,"am",21.4,0.0359681784
"2441","18am3_5027","Peppermint",3,"am",50,0.19635
"2442","18ax3_5028","Peppermint",3,"ax",14,0.01539384
"2443","18am3_5029","Peppermint",3,"am",29,0.06605214
"2444","18ac3_5030","Peppermint",3,"ac",1.1,9.50334e-05
"2445","18am3_5031","Peppermint",3,"am",5.5,0.002375835
"2446","18ac3_5032","Peppermint",3,"ac",75.5,0.447697635
"2447","18ac3_5033","Peppermint",3,"ac",75.1,0.4429663854
"2448","18ac3_5034","Peppermint",3,"ac",31.2,0.0764539776
"2449","18am3_5035","Peppermint",3,"am",4.2,0.0013854456
"2450","18ax3_5036","Peppermint",3,"ax",1.5,0.000176715
"2451","18am3_5037","Peppermint",3,"am",5,0.0019635
"2452","18pl3_5038","Peppermint",3,"pl",165.6,2.1538306944
"2453","18pl3_5039","Peppermint",3,"pl",2.9,0.0006605214
"2454","18pj3_5040","Peppermint",3,"pj",98,0.75429816
"2455","18ac3_5041","Peppermint",3,"ac",7.2,0.0040715136
"2456","18ac3_5042","Peppermint",3,"ac",105.8,0.8791484856
"2457","18pj3_5043","Peppermint",3,"pj",117.8,1.0898870136
"2458","18ac3_5044","Peppermint",3,"ac",132.2,1.3726310136
"2459","18ac3_5045","Peppermint",3,"ac",40.4,0.1281898464
"2460","18ac3_5046","Peppermint",3,"ac",20.2,0.0320474616
"2461","18am3_5047","Peppermint",3,"am",5,0.0019635
"2462","18am3_5048","Peppermint",3,"am",32.1,0.0809284014
"2463","18ac3_5049","Peppermint",3,"ac",73.6,0.4254480384
"2464","18xx3_5050","Peppermint",3,"xx",5.6,0.0024630144
"2465","18ac3_5051","Peppermint",3,"ac",27.4,0.0589646904
"2466","18ac3_5052","Peppermint",3,"ac",92.5,0.672007875
"2467","18ac3_5053","Peppermint",3,"ac",82.9,0.5397590814
"2468","18ac3_5054","Peppermint",3,"ac",9.7,0.0073898286
"2469","18ac3_5055","Peppermint",3,"ac",18.4,0.0265905024
"2470","18ac3_5056","Peppermint",3,"ac",59.2,0.2752544256
"2471","18ac3_5057","Peppermint",3,"ac",39,0.11945934
"2472","18am3_5058","Peppermint",3,"am",53.5,0.224801115
"2473","18ac3_5059","Peppermint",3,"ac",43.5,0.148617315
"2474","18am3_5060","Peppermint",3,"am",134.4,1.4186962944
"2475","18am3_5061","Peppermint",3,"am",84.5,0.560795235
"2476","18am3_5062","Peppermint",3,"am",124.6,1.2193460664
"2477","8ac2_6000","Pine Ridge",2,"ac",16.5,0.021382515
"2478","8ac2_6001","Pine Ridge",2,"ac",1,7.854e-05
"2479","8ac2_6002","Pine Ridge",2,"ac",2.6,0.0005309304
"2480","8pl2_6003","Pine Ridge",2,"pl",166.5,2.177305515
"2481","8ac2_6004","Pine Ridge",2,"ac",110.4,0.9572580864
"2482","8ac2_6005","Pine Ridge",2,"ac",117.8,1.0898870136
"2483","8ac2_6006","Pine Ridge",2,"ac",58,0.26420856
"2484","8ac2_6007","Pine Ridge",2,"ac",58,0.26420856
"2485","8pl2_6008","Pine Ridge",2,"pl",152.1,1.8169765614
"2486","8ac2_6009","Pine Ridge",2,"ac",8,0.00502656
"2487","8ac2_6010","Pine Ridge",2,"ac",8,0.00502656
"2488","8ac2_6011","Pine Ridge",2,"ac",10,0.007854
"2489","8ac2_6012","Pine Ridge",2,"ac",52.7,0.2181283566
"2490","8ac2_6013","Pine Ridge",2,"ac",34.5,0.093482235
"2491","8ac2_6014","Pine Ridge",2,"ac",58.1,0.2651204094
"2492","8ac2_6015","Pine Ridge",2,"ac",25.9,0.0526854174
"2493","8ac2_6016","Pine Ridge",2,"ac",63.5,0.316692915
"2494","8ac2_6017","Pine Ridge",2,"ac",80.8,0.5127593856
"2495","8ac2_6018","Pine Ridge",2,"ac",95.7,0.7193078046
"2496","8ac2_6019","Pine Ridge",2,"ac",5.2,0.0021237216
"2497","8ac2_6020","Pine Ridge",2,"ac",6.8,0.0036316896
"2498","8ac2_6021","Pine Ridge",2,"ac",35.1,0.0967620654
"2499","8ac2_6022","Pine Ridge",2,"ac",55.5,0.241922835
"2500","8ac2_6023","Pine Ridge",2,"ac",5.2,0.0021237216
"2501","8ac2_6024","Pine Ridge",2,"ac",56.6,0.2516076024
"2502","8ac2_6025","Pine Ridge",2,"ac",79.3,0.4938980046
"2503","8ac2_6026","Pine Ridge",2,"ac",55.5,0.241922835
"2504","8ac2_6027","Pine Ridge",2,"ac",9,0.00636174
"2505","8ac2_6028","Pine Ridge",2,"ac",25.4,0.0506708664
"2506","8ac2_6029","Pine Ridge",2,"ac",46,0.16619064
"2507","8ac2_6030","Pine Ridge",2,"ac",67.6,0.3589089504
"2508","8ac2_6031","Pine Ridge",2,"ac",66.9,0.3515144094
"2509","8ac2_6032","Pine Ridge",2,"ac",44.5,0.114295335
"2510","8ac2_6033","Pine Ridge",2,"ac",18.1,0.0257304894
"2511","8ac2_6034","Pine Ridge",2,"ac",43,0.14522046
"2512","8ac2_6035","Pine Ridge",2,"ac",29.6,0.0688136064
"2513","8ac2_6036","Pine Ridge",2,"ac",50.1,0.1971361854
"2514","8ac2_6037","Pine Ridge",2,"ac",79.6,0.4976420064
"2515","8ac2_6038","Pine Ridge",2,"ac",44.9,0.1583374254
"2516","8ac2_6039","Pine Ridge",2,"ac",39.9,0.1250364654
"2517","8ac2_6040","Pine Ridge",2,"ac",78.7,0.4864524126
"2518","8ac2_6041","Pine Ridge",2,"ac",31.1,0.0759646734
"2519","8ac2_6042","Pine Ridge",2,"ac",52.1,0.2131897614
"2520","8qk2_6043","Pine Ridge",2,"qk",9.6,0.0036191232
"2521","8ac2_6044","Pine Ridge",2,"ac",31.5,0.077931315
"2522","8qk2_6045","Pine Ridge",2,"qk",0.9,6.36174e-05
"2523","8qk2_6046","Pine Ridge",2,"qk",6,0.0015708
"2524","8ac2_6047","Pine Ridge",2,"ac",24.4,0.0467595744
"2525","8qk2_6048","Pine Ridge",2,"qk",1.2,0.0001130976
"2526","8ac2_6049","Pine Ridge",2,"ac",31.1,0.0759646734
"2527","8ac2_6050","Pine Ridge",2,"ac",80,0.502656
"2528","8ac2_6051","Pine Ridge",2,"ac",11.8,0.0109359096
"2529","8pl2_6052","Pine Ridge",2,"pl",61.2,0.2941668576
"2530","8ac2_6053","Pine Ridge",2,"ac",81,0.51530094
"2531","8ac2_6054","Pine Ridge",2,"ac",77.5,0.471730875
"2532","8ac2_6055","Pine Ridge",2,"ac",25.5,0.051070635
"2533","8ac2_6056","Pine Ridge",2,"ac",49.2,0.1901170656
"2534","8xx2_6057","Pine Ridge",2,"xx",85.5,0.574147035
"2535","8ac2_6058","Pine Ridge",2,"ac",21.3,0.0356328126
"2536","8ac2_6059","Pine Ridge",2,"ac",9,0.00636174
"2537","8ac2_6060","Pine Ridge",2,"ac",74.8,0.4394344416
"2538","8ac2_6061","Pine Ridge",2,"ac",42,0.13854456
"2539","8ac2_6062","Pine Ridge",2,"ac",34.2,0.0918635256
"2540","8ac2_6063","Pine Ridge",2,"ac",67.6,0.3589089504
"2541","8ac2_6064","Pine Ridge",2,"ac",34,0.09079224
"2542","8ac2_6065","Pine Ridge",2,"ac",78.2,0.4802909496
"2543","9pc2_na","Inyo Craters",2,"pc",7,0.00384846
